Input command: phenix.cryo_fit2 input/tutorial_cryo_fit2_model.pdb input/tutorial_cryo_fit2_map.ccp4 start_temperature=1000 final_temperature=0 cool_rate=10 number_of_steps=100 wx=5 secondary_structure.enabled=True secondary_structure.protein.remove_outliers=True

initial CC: 0.471
  temp= 1000.0 dist_moved=  0.25 angles=  1.28 bonds= 0.011
  temp=  990.0 dist_moved=  0.40 angles=  1.20 bonds= 0.010
  temp=  980.0 dist_moved=  0.55 angles=  1.11 bonds= 0.010
  temp=  970.0 dist_moved=  0.76 angles=  0.99 bonds= 0.012
  temp=  960.0 dist_moved=  0.96 angles=  0.82 bonds= 0.010
  temp=  950.0 dist_moved=  1.06 angles=  1.00 bonds= 0.011
  temp=  940.0 dist_moved=  1.09 angles=  0.98 bonds= 0.011
  temp=  930.0 dist_moved=  1.08 angles=  1.20 bonds= 0.011
  temp=  920.0 dist_moved=  1.05 angles=  1.09 bonds= 0.012
  temp=  910.0 dist_moved=  0.95 angles=  1.14 bonds= 0.009
  temp=  900.0 dist_moved=  0.94 angles=  1.02 bonds= 0.010
  temp=  890.0 dist_moved=  0.94 angles=  0.94 bonds= 0.009
  temp=  880.0 dist_moved=  0.97 angles=  1.14 bonds= 0.011
  temp=  870.0 dist_moved=  1.03 angles=  1.01 bonds= 0.009
  temp=  860.0 dist_moved=  1.05 angles=  1.04 bonds= 0.010
  temp=  850.0 dist_moved=  1.00 angles=  1.23 bonds= 0.011
  temp=  840.0 dist_moved=  0.96 angles=  1.01 bonds= 0.009
  temp=  830.0 dist_moved=  0.91 angles=  1.18 bonds= 0.009
  temp=  820.0 dist_moved=  0.94 angles=  1.21 bonds= 0.010
  temp=  810.0 dist_moved=  0.99 angles=  1.09 bonds= 0.009
  temp=  800.0 dist_moved=  1.08 angles=  0.94 bonds= 0.009
  temp=  790.0 dist_moved=  1.14 angles=  1.11 bonds= 0.010
  temp=  780.0 dist_moved=  1.13 angles=  1.01 bonds= 0.009
  temp=  770.0 dist_moved=  1.10 angles=  1.13 bonds= 0.012
  temp=  760.0 dist_moved=  1.08 angles=  0.87 bonds= 0.012
  temp=  750.0 dist_moved=  1.06 angles=  0.99 bonds= 0.011
  temp=  740.0 dist_moved=  1.02 angles=  1.10 bonds= 0.010
  temp=  730.0 dist_moved=  0.99 angles=  0.96 bonds= 0.008
  temp=  720.0 dist_moved=  0.91 angles=  1.07 bonds= 0.010
  temp=  710.0 dist_moved=  0.81 angles=  1.10 bonds= 0.009
  temp=  700.0 dist_moved=  0.79 angles=  1.07 bonds= 0.011
  temp=  690.0 dist_moved=  0.85 angles=  0.99 bonds= 0.009
  temp=  680.0 dist_moved=  0.89 angles=  0.88 bonds= 0.009
  temp=  670.0 dist_moved=  0.92 angles=  0.94 bonds= 0.009
  temp=  660.0 dist_moved=  0.94 angles=  1.05 bonds= 0.008
  temp=  650.0 dist_moved=  0.98 angles=  0.83 bonds= 0.009
  temp=  640.0 dist_moved=  1.01 angles=  1.05 bonds= 0.008
  temp=  630.0 dist_moved=  1.04 angles=  1.17 bonds= 0.008
  temp=  620.0 dist_moved=  1.05 angles=  1.09 bonds= 0.009
  temp=  610.0 dist_moved=  1.07 angles=  0.81 bonds= 0.007
  temp=  600.0 dist_moved=  1.02 angles=  0.81 bonds= 0.009
  temp=  590.0 dist_moved=  1.02 angles=  0.96 bonds= 0.011
  temp=  580.0 dist_moved=  1.02 angles=  0.95 bonds= 0.008
  temp=  570.0 dist_moved=  1.00 angles=  0.85 bonds= 0.012
  temp=  560.0 dist_moved=  0.97 angles=  0.86 bonds= 0.007
  temp=  550.0 dist_moved=  0.95 angles=  0.83 bonds= 0.009
  temp=  540.0 dist_moved=  0.98 angles=  0.73 bonds= 0.007
  temp=  530.0 dist_moved=  0.99 angles=  0.90 bonds= 0.008
  temp=  520.0 dist_moved=  0.99 angles=  0.86 bonds= 0.007
  temp=  510.0 dist_moved=  0.98 angles=  0.78 bonds= 0.007
  temp=  500.0 dist_moved=  0.93 angles=  0.86 bonds= 0.007
  temp=  490.0 dist_moved=  0.86 angles=  0.66 bonds= 0.007
  temp=  480.0 dist_moved=  0.87 angles=  0.82 bonds= 0.007
  temp=  470.0 dist_moved=  0.88 angles=  0.86 bonds= 0.008
  temp=  460.0 dist_moved=  0.87 angles=  0.98 bonds= 0.008
  temp=  450.0 dist_moved=  0.84 angles=  0.82 bonds= 0.009
  temp=  440.0 dist_moved=  0.83 angles=  0.89 bonds= 0.007
  temp=  430.0 dist_moved=  0.87 angles=  0.84 bonds= 0.007
  temp=  420.0 dist_moved=  0.94 angles=  0.80 bonds= 0.006
  temp=  410.0 dist_moved=  0.98 angles=  0.85 bonds= 0.008
  temp=  400.0 dist_moved=  0.95 angles=  0.79 bonds= 0.007
  temp=  390.0 dist_moved=  0.89 angles=  0.70 bonds= 0.007
  temp=  380.0 dist_moved=  0.86 angles=  0.63 bonds= 0.007
  temp=  370.0 dist_moved=  0.86 angles=  0.69 bonds= 0.008
  temp=  360.0 dist_moved=  0.85 angles=  0.64 bonds= 0.007
  temp=  350.0 dist_moved=  0.85 angles=  0.86 bonds= 0.007
  temp=  340.0 dist_moved=  0.86 angles=  0.74 bonds= 0.006
  temp=  330.0 dist_moved=  0.91 angles=  0.63 bonds= 0.007
  temp=  320.0 dist_moved=  0.98 angles=  0.73 bonds= 0.005
  temp=  310.0 dist_moved=  1.02 angles=  0.67 bonds= 0.006
  temp=  300.0 dist_moved=  0.99 angles=  0.54 bonds= 0.006
  temp=  290.0 dist_moved=  0.94 angles=  0.68 bonds= 0.006
  temp=  280.0 dist_moved=  0.88 angles=  0.60 bonds= 0.006
  temp=  270.0 dist_moved=  0.82 angles=  0.69 bonds= 0.006
  temp=  260.0 dist_moved=  0.82 angles=  0.67 bonds= 0.006
  temp=  250.0 dist_moved=  0.86 angles=  0.62 bonds= 0.005
  temp=  240.0 dist_moved=  0.93 angles=  0.60 bonds= 0.005
  temp=  230.0 dist_moved=  0.96 angles=  0.68 bonds= 0.006
  temp=  220.0 dist_moved=  0.96 angles=  0.55 bonds= 0.006
  temp=  210.0 dist_moved=  0.95 angles=  0.50 bonds= 0.006
  temp=  200.0 dist_moved=  0.92 angles=  0.60 bonds= 0.006
  temp=  190.0 dist_moved=  0.87 angles=  0.61 bonds= 0.005
  temp=  180.0 dist_moved=  0.84 angles=  0.55 bonds= 0.005
  temp=  170.0 dist_moved=  0.90 angles=  0.52 bonds= 0.005
  temp=  160.0 dist_moved=  0.94 angles=  0.44 bonds= 0.004
  temp=  150.0 dist_moved=  0.97 angles=  0.52 bonds= 0.004
  temp=  140.0 dist_moved=  0.95 angles=  0.45 bonds= 0.004
  temp=  130.0 dist_moved=  0.92 angles=  0.44 bonds= 0.004
  temp=  120.0 dist_moved=  0.89 angles=  0.45 bonds= 0.003
  temp=  110.0 dist_moved=  0.87 angles=  0.49 bonds= 0.004
  temp=  100.0 dist_moved=  0.88 angles=  0.46 bonds= 0.004
  temp=   90.0 dist_moved=  0.89 angles=  0.46 bonds= 0.004
  temp=   80.0 dist_moved=  0.89 angles=  0.38 bonds= 0.003
  temp=   70.0 dist_moved=  0.89 angles=  0.40 bonds= 0.003
  temp=   60.0 dist_moved=  0.91 angles=  0.35 bonds= 0.003
  temp=   50.0 dist_moved=  0.92 angles=  0.33 bonds= 0.003
