Input command: phenix.cryo_fit2 input/tutorial_cryo_fit2_model.pdb input/tutorial_cryo_fit2_map.ccp4 start_temperature=1000 final_temperature=0 cool_rate=10 number_of_steps=1000 wx=5 secondary_structure.enabled=True secondary_structure.protein.remove_outliers=True

initial CC: 0.471
  temp= 1000.0 dist_moved=  1.02 angles=  1.03 bonds= 0.011
  temp=  180.0 dist_moved=  2.63 angles=  0.42 bonds= 0.005
  temp=  170.0 dist_moved=  2.64 angles=  0.39 bonds= 0.006
  temp=  160.0 dist_moved=  2.64 angles=  0.51 bonds= 0.005
  temp=  150.0 dist_moved=  2.64 angles=  0.47 bonds= 0.004
  temp=  140.0 dist_moved=  2.64 angles=  0.45 bonds= 0.003
  temp=  130.0 dist_moved=  2.65 angles=  0.42 bonds= 0.003
  temp=  120.0 dist_moved=  2.65 angles=  0.44 bonds= 0.004
  temp=  110.0 dist_moved=  2.65 angles=  0.37 bonds= 0.003
  temp=  100.0 dist_moved=  2.66 angles=  0.36 bonds= 0.003
  temp=   90.0 dist_moved=  2.66 angles=  0.40 bonds= 0.003
  temp=   80.0 dist_moved=  2.66 angles=  0.35 bonds= 0.003
  temp=   70.0 dist_moved=  2.66 angles=  0.28 bonds= 0.003
  temp=   60.0 dist_moved=  2.66 angles=  0.30 bonds= 0.002
  temp=   50.0 dist_moved=  2.67 angles=  0.27 bonds= 0.003
  temp=   40.0 dist_moved=  2.67 angles=  0.22 bonds= 0.003
  temp=   30.0 dist_moved=  2.67 angles=  0.21 bonds= 0.002
  temp=   20.0 dist_moved=  2.67 angles=  0.21 bonds= 0.002
  temp=   10.0 dist_moved=  2.67 angles=  0.18 bonds= 0.002
  temp=    0.0 dist_moved=  2.67 angles=  0.18 bonds= 0.002
final   CC: 0.995
cryo_fit2 finished in 1.62 minutes (wallclock).
